UserIndex,UserID,CreatedAt,UserName,ScreenName,FollowersCount,FriendsCount,Followers,Friends
864350510744088577,864350510744088577,2019-08-14 17:47:24,ILOVETheDonald,CatalogueDonald,2033,2142,[],[]
864398492306989057,864398492306989057,2019-08-14 19:07:00,A. Noble,ANoble63393050,181,65,[],[]
864644866017550336,864644866017550336,2019-08-14 18:37:32,Laraina,Laraina14,2089,1262,[],[]
865929142583382017,865929142583382017,2019-08-14 19:49:21,Bridget,Gideonsfire,11,73,[],[]
867148859012767745,867148859012767745,2019-08-14 19:16:38,bash.,ThuliMabena98,641,225,[],[]
867285938757484547,867285938757484547,2019-08-14 19:25:56,TJ Estes ❌,TJEstes1210,3363,3073,[],[]
868023113774137344,868023113774137344,2019-08-14 19:26:44,John Hurrey,John_Hurrey,4124,4143,[],[]
868151352903344128,868151352903344128,2019-08-14 18:09:11,Myron McClary Leatherneck,IImcclary_myron,2858,3906,[],[]
868496609885044737,868496609885044737,2019-08-14 17:48:25,Ezra Buskila,EzraBuzk,113,80,[],[]
868570919102545920,868570919102545920,2019-08-14 19:32:27,QLIQN,bryanlion8,152,294,[],[]
868658462879887360,868658462879887360,2019-08-14 18:21:30,Jon Devin,Revolution_Eyez,49,88,[],[]
868673729944985600,868673729944985600,2019-08-14 19:58:11,Bharat Chopra,230BharatChopra,11,876,[],[]
868858996870000641,868858996870000641,2019-08-14 19:10:21,American mama,ugohelen59,799,645,[],[]
869591141582331905,869591141582331905,2019-08-14 18:20:35,Melissa🇺🇸⭐⭐⭐,Melissa82225794,4478,4280,[],[]
869848769415839744,869848769415839744,2019-08-14 17:45:58,gab.ai/iq,Use_Gab_Instead,7,60,[],[]
870002209043304448,870002209043304448,2019-08-14 18:54:54,Ben Coppersmith🇺🇸,ben_coppersmith,181,527,[],[]
870296516115791873,870296516115791873,2019-08-14 19:23:01,vavaciousvivi,vior316,1079,1375,[],[]
870838131855159297,870838131855159297,2019-08-14 19:33:06,dr. g.,doc_tdg,7423,7456,[],[]
871065174819471360,871065174819471360,2019-08-14 17:49:34,Jim F. Welker,JimWelker2,422,43,[],[]
871384237844332545,871384237844332545,2019-08-14 19:08:48,Angela,AMT4JC7,43,250,[],[]
871591738577608705,871591738577608705,2019-08-14 18:53:42,Krystal Gamroth,xxladymalicexx,15,110,[],[]
871845205636403202,871845205636403202,2019-08-14 19:11:37,RoRo,rogelio3sonza,90,148,[],[]
872213095753580544,872213095753580544,2019-08-14 20:03:13,Lucy🐻🌺🇺🇸,Lucy2300090,3985,4488,[],[]
872230649310183425,872230649310183425,2019-08-14 19:32:01,G-MA,GMA4Trump_,10575,11642,[],[]
872553879904411649,872553879904411649,2019-08-14 18:59:07,Carol Morgan,CarolMo38244849,108,135,[],[]
872574655676248064,872574655676248064,2019-08-14 18:23:19,Miss DeVine,The_IT_Goddess,2593,2677,[],[]
872846300609425408,872846300609425408,2019-08-14 20:17:19,Stephen christian,Stephen757Dude,113,237,[],[]
872945128926625792,872945128926625792,2019-08-14 18:50:20,Joanne Walsh,JoanneW2017,5256,5759,[],[]
873195208036552705,873195208036552705,2019-08-14 17:52:23,Muofhe,MuofheAgape,157,527,[],[]
873222724897964037,873222724897964037,2019-08-14 18:58:32,Suzanne Doyle,Suzanne01556423,60,74,[],[]
873316393269305350,873316393269305350,2019-08-14 18:24:17,Luke Smith,lsmithlpn4239,4,66,[],[]
873531413684920320,873531413684920320,2019-08-14 17:51:38,CrosbyWyatt500,MattJ5000,420,44,[],[]
873958287527612416,873958287527612416,2019-08-14 18:47:10,@ this point w/diff does it make?,coll61490833,2340,5001,[],[]
874076993549201409,874076993549201409,2019-08-14 19:49:46,Lori Francis,hanzel609,1446,1699,[],[]
874819293933916160,874819293933916160,2019-08-14 19:34:43,JJ. Johnson,Mollybaron777,2108,2271,[],[]
875601208680919041,875601208680919041,2019-08-14 18:55:56,For King and Country,4KingCountryamI,280,289,[],[]
875709860930887680,875709860930887680,2019-08-14 17:47:52,TexJap,TexJap32,179,540,[],[]
875805100031135744,875805100031135744,2019-08-14 17:47:54,冷眼向洋  A traveller without map,ryxc1128,8110,1876,[],[]
875851372817764353,875851372817764353,2019-08-14 18:25:31,Rosemarie,0rosemarie0,56,107,[],[]
876626277238796289,876626277238796289,2019-08-14 19:51:12,Dan Dots,DanDandzl,362,649,[],[]
877361002408431616,877361002408431616,2019-08-14 18:28:49,Jennifer 🇺🇸,Tuffylynn65,396,481,[],[]
879138999679426562,879138999679426562,2019-08-14 18:50:30,Puffy Cloud,Puffy_Cloud1776,12210,12649,[],[]
879712212100710400,879712212100710400,2019-08-14 18:46:30,LuisCarlosن ‏  🇪🇸,LuisCarlos17f,647,1893,[],[]
880424958907822080,880424958907822080,2019-08-14 19:47:17,bettybtag,EBettybtag,464,100,[],[]
880431250414108672,880431250414108672,2019-08-14 20:06:47,Patrick VDH,PatrickVdheij,397,466,[],[]
880516946931859456,880516946931859456,2019-08-14 19:47:55,Nationalist Carol  🚂💨🇺🇸 ⭐️⭐️⭐️,AnnCarolPerry1,9284,8347,[],[]
880774664481406976,880774664481406976,2019-08-14 19:09:36,Robert Berry,robbear49,7751,8485,[],[]
880818095786524673,880818095786524673,2019-08-14 18:54:37,🏵Kimbra💐,Kimbraov1,39387,39556,[],[]
880983828977913857,880983828977913857,2019-08-14 19:04:37,nitz,sito0625,11023,12070,[],[]
881139532032122880,881139532032122880,2019-08-14 19:29:49,Orca Mama,mama_orca,129,65,[],[]
881245782325604352,881245782325604352,2019-08-14 18:31:57,Rick S,ricksbet,555,122,[],[]
881373777887510534,881373777887510534,2019-08-14 19:45:40,MAGA Mom,patriotpowermom,2883,2512,[],[]
881665400299278336,881665400299278336,2019-08-14 20:04:30,Rational Thoughts,rational_anon,27,118,[],[]
882203746658385920,882203746658385920,2019-08-14 18:09:49,LaDonna Farmer,LaDonnaFarmer16,192,186,[],[]
882370341888286721,882370341888286721,2019-08-14 18:12:13,💃🏻Real Southern Gal 👠👠,nonnieh65,5249,5087,[],[]
882564110763819009,882564110763819009,2019-08-14 18:54:44,Bryan Hall,rochambeau1861,74,284,[],[]
883031635754496001,883031635754496001,2019-08-14 18:30:21,Robert USA,RobertS426super,57,190,[],[]
883240741086130176,883240741086130176,2019-08-14 19:23:11,J.D.B. Jamerson,D_B_Jamerson,201,160,[],[]
884056942053904384,884056942053904384,2019-08-14 18:07:26,❌Tired of all the Crap‼️🐸🇺🇸⭐️⭐️⭐️,tired_crap,13856,13848,[],[]
884097032935403520,884097032935403520,2019-08-14 17:54:32,code_lab,codelab68,71,410,[],[]
884976138031738880,884976138031738880,2019-08-14 18:57:44,🌩️Rai🌤️WWG1WGA,VivaaLaDivaa,1386,2359,[],[]
885622647500840960,885622647500840960,2019-08-14 18:29:09,David Barnes,papadave5214,6,13,[],[]
885648023384186883,885648023384186883,2019-08-14 19:30:12,I-Do 2 ⭐️⭐️⭐️,MIdifference2,11605,4622,[],[]
886424533946703872,886424533946703872,2019-08-14 18:21:40,Nadine - ⭐⭐⭐ - NO GREATER LOVE ✝,Nadine23343356,939,1370,[],[]
886949386835591168,886949386835591168,2019-08-14 17:45:44,Bram at Genesys,Bram_at_Genesys,12,15,[],[]
887570337226948609,887570337226948609,2019-08-14 20:09:49,joergschimmelpfennig ⭐⭐⭐,joergschimmelp1,11154,11723,[],[]
887683285043879938,887683285043879938,2019-08-14 17:49:05,Satiesh Patel ~ સતીષ પટેલ 🇮🇳,SatieshPatelBJP,99,290,[],[]
888071044124344320,888071044124344320,2019-08-14 19:48:47,🇺🇸CJ Hanselman🇺🇸 ❌💋👠☀️‼️,CJHanselman,18608,20328,[],[]
888225121437048832,888225121437048832,2019-08-14 19:11:40,owjono,owjono1,381,532,[],[]
888754773536776193,888754773536776193,2019-08-14 18:31:21,Lfebs,thereallfebs,179,760,[],[]
888923844651515904,888923844651515904,2019-08-14 18:09:19,John Pickering,Siriusbkid,37,38,[],[]
889490882205859840,889490882205859840,2019-08-14 19:57:15,Scott Sayers,ScottS609,59,118,[],[]
889579200138629120,889579200138629120,2019-08-14 18:12:54,Steve Highland,SteveHighland1,26,243,[],[]
890224496950562817,890224496950562817,2019-08-14 17:48:13,Paul,PaulEich11,52,227,[],[]
890422317255405570,890422317255405570,2019-08-14 17:47:24,Lesley Stover,lesley_stover,231,512,[],[]
890568139536289793,890568139536289793,2019-08-14 20:08:19,Oldmanstoner,oldmanstoner420,1039,1512,[],[]
890585932574986240,890585932574986240,2019-08-14 19:34:50,Clint Rogas,carogasj,45,426,[],[]
890844439442325504,890844439442325504,2019-08-14 18:34:13,S. S. Xman,SSXman2,4096,4982,[],[]
890955658065006592,890955658065006592,2019-08-14 19:17:46,HAVE-NO-FEAR-AMERICA,imrie_lisa,2981,3744,[],[]
891391846294982658,891391846294982658,2019-08-14 19:31:52,Stan Helton,stan_helton,148,191,[],[]
891509991214956544,891509991214956544,2019-08-14 20:03:31,🌺 Lil'Necie 🌺,_iamnecie,4090,3544,[],[]
892443958898335745,892443958898335745,2019-08-14 18:22:01,Vincent Granville,granvilleDSC,8308,7178,[],[]
892941149811351552,892941149811351552,2019-08-14 20:00:24,Charlene,CharleneVanden4,47,166,[],[]
893115732032139264,893115732032139264,2019-08-14 18:11:05,baby.smol,Unkel_Smol,1081,2110,[],[]
893225730959581184,893225730959581184,2019-08-14 18:51:33,AmericaFirst,FaithfulCARep,3426,4864,[],[]
893613812745515008,893613812745515008,2019-08-14 18:51:30,🇺🇸AZ West Deplorable 🌟🌟🌟🇺🇸,AZRed65,5488,5110,[],[]
893676035098550272,893676035098550272,2019-08-14 19:47:45,#VOTERID🇺🇸,gimpthelimp,2194,4721,[],[]
893838493507563520,893838493507563520,2019-08-14 20:00:37,Scarlett HRH 👑 & 10 others 🌹⚘🌷🌹🌺🌻🌸🏵,Scarlett_Ohar3,656,686,[],[]
894082981534384129,894082981534384129,2019-08-14 17:57:40,SAM,Samarino1776,4742,5180,[],[]
894339532946067457,894339532946067457,2019-08-14 17:45:29,korposuka,fakegingerbitch,159,77,[],[]
894378807637004288,894378807637004288,2019-08-14 19:03:03,Kortney Wilson,goldenMAK3,17,48,[],[]
894398132590485505,894398132590485505,2019-08-14 19:02:14,Eternally 🚩Red Flagged🚩,PlatniumMags,63,53,[],[]
894758188897062913,894758188897062913,2019-08-14 18:23:57,Tjbocam,tjbocam,14,119,[],[]
894969394203422721,894969394203422721,2019-08-14 19:19:48,Axios,axios1453,44,195,[],[]
895014889994964992,895014889994964992,2019-08-14 20:17:07,Maggie Maga,MAGAMaggieMay,9562,10213,[],[]
895447267246612480,895447267246612480,2019-08-14 18:28:27,Jim,Jim68183377,1764,2004,[],[]
895457211392167936,895457211392167936,2019-08-14 19:05:45,Scott,MkUSASteakAgain,2302,2603,[],[]
896076716510203904,896076716510203904,2019-08-14 19:11:59,DJ Publius🇺🇸 shadowbanned,djpublius,852,316,[],[]
896566142965297152,896566142965297152,2019-08-14 18:31:35,Beth J,PatriotJeweler,13656,13050,[],[]
897171631646416896,897171631646416896,2019-08-14 19:11:11,Royce First,RoyceFirst,2654,4613,[],[]
898206750310105089,898206750310105089,2019-08-14 19:30:14,Will,PatriotWillie,22,255,[],[]
898576740015931392,898576740015931392,2019-08-14 20:02:26,sassywindsor,sassywindsor,4079,3712,[],[]
898628265648070656,898628265648070656,2019-08-14 18:23:01,Shayne Huxtable,shaynehuxtable,3018,3734,[],[]
899087631111393281,899087631111393281,2019-08-14 20:04:20,☄🌜Judy🌛☄,Judy777333,62,207,[],[]
899372781753651200,899372781753651200,2019-08-14 17:54:36,Jason Y. Zhang,jasonyzhang2,24,52,[],[]
899828222304686080,899828222304686080,2019-08-14 19:09:33,Irene jaeger,Irenejaeger9,380,185,[],[]
900231268796911617,900231268796911617,2019-08-14 19:21:04,❌AfrikanReaper🇺🇸🇿🇦❌,AfrikanReaper,1835,2389,[],[]
900333148982128641,900333148982128641,2019-08-14 19:15:09,DarqFry,NigrumFry,479,0,[],[]
900886526594252802,900886526594252802,2019-08-14 19:06:18,Roxie Woodward,woodward_roxie,1157,600,[],[]
901509207026827264,901509207026827264,2019-08-14 19:00:13,electivenow@gmail.com,electivenow,576,646,[],[]
902685867436888065,902685867436888065,2019-08-14 19:06:21,Deb,dekf61,212,342,[],[]
903211979283865600,903211979283865600,2019-08-14 18:33:58,Chris Fl 🌴🌴🌟🌟🌟,Chris_A10_USA,57737,56370,[],[]
903560527267364865,903560527267364865,2019-08-14 19:12:26,Andi Lole,andi_lole,467,1123,[],[]
903821937205501952,903821937205501952,2019-08-14 19:15:45,#DrainTheDeepState,GrantJanzen,3262,4660,[],[]
903962091488505856,903962091488505856,2019-08-14 18:56:47,Deborah❤️USA,DeborahLoveUSA,3332,4287,[],[]
904671781243543552,904671781243543552,2019-08-14 18:23:06,BreakingNews,Breaking24_7,588,49,[],[]
904770762195783681,904770762195783681,2019-08-14 17:51:08,Structural Ecology Group,MIT_ecology,337,156,[],[]
904834383374254080,904834383374254080,2019-08-14 17:54:17,Dave Cottrell,DavidHCottrell,1654,1790,[],[]
906263303877525510,906263303877525510,2019-08-14 18:21:08,Marisela Martinez,MariselaM777,104,93,[],[]
907018104491851776,907018104491851776,2019-08-14 19:01:21,Winston Smith,WSLovesJulia,134,358,[],[]
907800067163045888,907800067163045888,2019-08-14 18:16:00,Michael,just_1man_,94,200,[],[]
908004121491451906,908004121491451906,2019-08-14 19:46:08,Musa,MusaNtshapheka,156,81,[],[]
908686436920168448,908686436920168448,2019-08-14 18:24:11,Gingermarie,whowetalkinbout,52,70,[],[]
909158189693853697,909158189693853697,2019-08-14 18:51:10,Pavel Bažant,pavel_bazant,51,60,[],[]
909467724992192512,909467724992192512,2019-08-14 20:07:38,Tom Wood,TomWood23217643,447,1183,[],[]
909476853622214656,909476853622214656,2019-08-14 18:53:07,Some Might Say ❄️ 79,CulinaryOasis79,2234,757,[],[]
911064130064470016,911064130064470016,2019-08-14 20:16:38,Socratic,1Wysiwyg1,90,17,[],[]
911300173627871232,911300173627871232,2019-08-14 17:58:44,Tammy Brown,TammyBr22486745,62,175,[],[]
911685427316260864,911685427316260864,2019-08-14 17:45:58,C. Flowers,Flower03163374C,213,11,[],[]
912085650857512961,912085650857512961,2019-08-14 20:04:38,PJ.,Familyvalues100,849,833,[],[]
912737943491559424,912737943491559424,2019-08-14 18:10:29,Trust The Plan • Trust Trump ⭐️ ⭐️ ⭐️,TrustThePlan_,529,1589,[],[]
912743968043032576,912743968043032576,2019-08-14 19:10:32,Amy Galvan,No7_Child,59,149,[],[]
912781520762494976,912781520762494976,2019-08-14 18:54:02,Bitter Clinger 🇺🇸 #2A 🇮🇱,CVM1776,625,1623,[],[]
912791811529281537,912791811529281537,2019-08-14 17:59:23,Old Vinegar,OldVinegar,177,163,[],[]
913125032821444608,913125032821444608,2019-08-14 19:19:10,J.R. Shild🇺🇸,bwcawilderness,1390,1349,[],[]
913537855846256640,913537855846256640,2019-08-14 19:24:35,Elly Shobi,EllyShobi,37,168,[],[]
914689648047349760,914689648047349760,2019-08-14 18:37:10,Nancy E Lane,NancyLane23,210,399,[],[]
914807551627333632,914807551627333632,2019-08-14 19:00:57,Idek,Idek55629257,8,40,[],[]
915231714724712448,915231714724712448,2019-08-14 20:04:26,SCOTT PATRIQT 🇺🇲🇺🇲🇺🇲⭐⭐⭐,Patriqtscott,54338,55119,[],[]
915680657052798976,915680657052798976,2019-08-14 18:22:31,Flychick148,flychick148,1153,1164,[],[]
915737499120443392,915737499120443392,2019-08-14 18:55:34,build & destroy,anotherdudeyo,3,32,[],[]
916088819971186688,916088819971186688,2019-08-14 20:14:30,Data Science Reads,dsreads,96,30,[],[]
916405620772716545,916405620772716545,2019-08-14 18:09:54,Colt67,McColt67,160,189,[],[]
916680865681375232,916680865681375232,2019-08-14 18:28:18,Sander Bakker,SanderBakkerX,56,180,[],[]
916694137738547201,916694137738547201,2019-08-14 19:20:40,Stevie BangBang,MrBangBangToYou,18,404,[],[]
916733057683611648,916733057683611648,2019-08-14 18:53:32,Byenews,nomsminmytv19,74,125,[],[]
917813701859831808,917813701859831808,2019-08-14 18:46:10,Zenica,ZenicaCity,8,170,[],[]
918814049487421440,918814049487421440,2019-08-14 19:46:09,John!,Chrisjleeds,132,445,[],[]
919033823173709824,919033823173709824,2019-08-14 18:57:51,Will beto smith,Willsmi96180039,273,1399,[],[]
920452137234046976,920452137234046976,2019-08-14 19:00:06,Wayten,Wayten6,226,425,[],[]
920551116030562304,920551116030562304,2019-08-14 18:50:45,Mark Smith,MarkSmi91148551,520,551,[],[]
920650057073995777,920650057073995777,2019-08-14 18:24:52,That Ain’t Right 🌪⏰🇺🇸,thataintright01,3959,3897,[],[]
920824234439512064,920824234439512064,2019-08-14 19:14:20,Greggers 🇺🇸🍀,greggers4usa,8869,9042,[],[]
920861198400155648,920861198400155648,2019-08-14 20:08:44,The Trump Card 👍👍👍,John98990927XXX,4124,5000,[],[]
920883511397175298,920883511397175298,2019-08-14 19:02:35,Wendy,Wendy4good,163,112,[],[]
921452340833644545,921452340833644545,2019-08-14 20:14:04,Roxann Menard #Patriot #MAGA #KAG,RoxannMenard,1696,1929,[],[]
921929242182541313,921929242182541313,2019-08-14 19:33:08,monchichi,monchichi1620,537,967,[],[]
922492398445281280,922492398445281280,2019-08-14 17:46:34,Mr. George T.,George_T_L_3,1134,990,[],[]
922565140763029505,922565140763029505,2019-08-14 19:31:23,Kelly Holmes,KellyHo87794903,12,111,[],[]
922910353196965888,922910353196965888,2019-08-14 19:19:43,H2Ocolor Grams,HJLH2Ocolors,10122,10570,[],[]
923056327592517632,923056327592517632,2019-08-14 18:12:16,Jason R. Madden X,JasonRMadden3,3038,4323,[],[]
923152846966738945,923152846966738945,2019-08-14 19:57:05,Star Traveler-Dixie is consecrated Ground.,startraveler785,3553,4536,[],[]
923228042863845376,923228042863845376,2019-08-14 19:51:14,Mary1corinthians15,pidgie22,499,994,[],[]
923924480958849024,923924480958849024,2019-08-14 17:49:56,Daniel,Daniel68141715,2463,4948,[],[]
924312478648905728,924312478648905728,2019-08-14 18:20:55,Helen Spade ❌,HelenSpade4,1371,1528,[],[]
924427317107154946,924427317107154946,2019-08-14 20:00:31,Jimmy Crenshaw,JimmyCrenshaw6,3261,5001,[],[]
924470736382844933,924470736382844933,2019-08-14 18:58:53,JohnMichael,HanibalBackAtYa,3,43,[],[]
925073528327692288,925073528327692288,2019-08-14 19:27:39,Volker Putt,Veritatix,615,915,[],[]
926295476990705664,926295476990705664,2019-08-14 18:17:52,George Fight!Fight!Fight!,George29771742,613,874,[],[]
926695457962807296,926695457962807296,2019-08-14 17:49:24,Mazi Uche Justin🇳🇬,iamuchejustin,1163,989,[],[]
926849743019565056,926849743019565056,2019-08-14 19:05:02,Janice Donalson,janice_donalson,213,505,[],[]
927493428962824193,927493428962824193,2019-08-14 18:23:05,SirDeploralot,SirDeploralot,20179,20458,[],[]
927921163854073856,927921163854073856,2019-08-14 20:01:12,Grammie,GrammiesQuilt,945,1047,[],[]
928090452301099008,928090452301099008,2019-08-14 18:34:56,Mark Bright ⭐️⭐️⭐️ 🔥,gladtobealive51,545,419,[],[]
928312755484053504,928312755484053504,2019-08-14 18:51:44,gregorymcmahon,Gregory52594205,18712,19244,[],[]
929050108523679745,929050108523679745,2019-08-14 18:11:31,𝙳𝚛. 𝚀𝚞𝚒𝚐𝚕𝚎𝚢,CarrollQuigley1,26699,16950,[],[]
929135411267493888,929135411267493888,2019-08-14 18:37:19,Nancy Driscoll,NancyDriscoll14,236,101,[],[]
929204733788618753,929204733788618753,2019-08-14 19:29:43,Jesse 🇺🇸,Route0660,26,127,[],[]
929528663913181184,929528663913181184,2019-08-14 18:47:07,Matthew Lemacks❌🇺🇸,MattLemacks45,1995,2268,[],[]
929614555348582400,929614555348582400,2019-08-14 19:23:54,Red,baldrsson,225,583,[],[]
929793010191294470,929793010191294470,2019-08-14 19:20:35,Myrtle Burns,MyrtleB29088191,92,134,[],[]
929845236364439552,929845236364439552,2019-08-14 19:20:32,John Caz,deoxygen_BTC,722,1901,[],[]
929882630660620289,929882630660620289,2019-08-14 19:30:57,Christine Lyn Kellerman,SeeingThis,527,843,[],[]
930503382263123968,930503382263123968,2019-08-14 20:06:33,Breno Silva,brendalf42,130,222,[],[]
930942760496050177,930942760496050177,2019-08-14 18:22:15,My Country@ usa,Johnste51097874,674,648,[],[]
931326510782230528,931326510782230528,2019-08-14 18:54:31,Kimberlee~,Libertybella22,539,947,[],[]
931875480688627712,931875480688627712,2019-08-14 20:21:18,Mack Junzun,BasedGrandpaMac,77,177,[],[]
932106140703514625,932106140703514625,2019-08-14 19:29:51,zyd165 🌟🌟🌟,zyd165,6065,6652,[],[]
932722637863837696,932722637863837696,2019-08-14 18:56:01,Shygurl👑💎,etibassey1,760,1060,[],[]
933542964722262016,933542964722262016,2019-08-14 18:59:41,David A. Dull,DavidDull1945,266,164,[],[]
933760096877797376,933760096877797376,2019-08-14 18:22:19,Pradip Si,pradipchm,85,326,[],[]
934503699153637376,934503699153637376,2019-08-14 18:08:45,m c walker,74GGM492,7682,5991,[],[]
934861540301398017,934861540301398017,2019-08-14 17:45:43,Leanne 🇺🇸,LiliB61,5093,5604,[],[]
935018005293125633,935018005293125633,2019-08-14 17:49:25,Essa,Essa60482338,174,124,[],[]
